"ID" "Country" "LS" "tight" "I1" "I2" "I3" "I4" "I5" "I6" "I7" "I8" "I9" "I10" "I11" "I12" "I13" "I14"
"267" 267 14 4.64886308182031 10.52920178161 3 1 7 3 6 1 5 5 7 3 3 5 5 3
"268" 268 14 6.86216084985062 1.29814837547019 3 3 7 5 2 4 5 3 4 6 1 5 1 3
"269" 269 14 5.93683797260746 1.41336406208575 4 3 3 6 1 5 2 3 6 3 4 3 2 5
"270" 270 14 6.59451605193317 11.1644782705698 7 2 4 4 7 3 7 3 4 6 2 1 1 7
"271" 271 14 2.81818339927122 1.84300377895124 2 1 1 5 7 4 4 4 6 3 2 6 3 7
"272" 272 14 2.23098482796922 10.093352370197 6 4 3 4 5 3 2 3 2 3 3 3 7 3
"273" 273 14 4.89242490753531 7.93824094650336 7 4 6 7 4 2 2 1 2 7 7 6 6 7
"274" 274 14 3.07928012311459 1.48064762516879 5 2 6 1 7 5 7 2 2 1 2 4 2 4
"275" 275 14 4.4825542778708 11.5375707827043 3 1 4 3 2 2 1 1 4 6 3 1 7 2
"276" 276 14 3.05976620595902 3.6811534774024 1 4 6 4 7 3 5 2 6 3 1 4 6 3
"277" 277 14 4.68434572732076 5.45171151054092 7 7 4 6 4 2 7 7 2 4 3 6 2 7
"278" 278 14 2.13965619076043 11.5435957296286 1 2 1 1 2 5 2 7 7 6 4 7 1 5
"279" 279 14 1.63390032015741 1.80517454468645 6 3 6 3 7 6 1 3 7 4 2 7 6 7
"280" 280 14 4.84868558449671 8.13776537799276 4 2 3 4 2 3 2 7 7 1 3 4 6 6
"281" 281 15 1.54982544062659 6.23876183060929 4 1 6 7 2 2 4 4 3 2 3 1 6 2
"282" 282 15 1.71290142135695 6.08493961743079 3 7 3 1 6 5 6 1 4 1 6 7 7 7
"283" 283 15 3.73156720818952 1.72895986121148 1 1 2 4 7 2 3 4 4 6 4 4 7 4
"284" 284 15 4.06384177273139 3.70621362747625 4 4 2 6 6 6 2 1 3 6 7 5 6 2
"285" 285 15 1.24096267437562 10.4388327845372 4 2 7 4 3 1 1 7 5 5 3 1 5 5
"286" 286 15 6.7093114014715 1.38478180812672 4 4 5 5 6 4 4 3 7 6 1 7 2 2
"287" 287 15 3.01579318288714 10.8941012495197 2 5 3 7 5 2 3 3 3 6 6 2 1 1
"288" 288 15 4.73860391415656 2.60030913492665 3 6 2 2 3 3 3 1 5 6 7 3 5 7
"289" 289 15 3.77815990848467 2.68056173273362 7 5 3 1 3 3 4 6 7 6 2 5 6 3
"290" 290 15 4.60229133907706 2.59497276251204 6 1 5 4 5 7 7 1 7 6 6 6 7 6
"291" 291 15 5.5585280735977 11.9305225822609 5 2 4 6 3 6 2 4 2 3 5 6 1 6
"292" 292 15 1.44947083620355 3.96665832330473 4 2 6 3 6 2 7 4 1 3 7 1 4 7
"293" 293 15 5.52493614796549 2.63320582918823 2 7 6 5 4 5 4 3 2 3 5 7 1 6
"294" 294 15 6.14205985283479 4.19170580478385 7 7 1 2 5 2 5 2 1 1 1 4 7 7
"295" 295 15 2.11339190928265 1.29095551162027 4 3 3 7 7 1 2 3 5 2 4 6 3 3
"296" 296 15 6.90546352462843 4.29912017309107 6 5 5 2 4 1 6 2 1 5 1 5 6 2
"297" 297 15 2.08286119857803 2.47432923247106 4 2 4 7 1 7 1 3 5 2 7 1 3 4
"298" 298 15 4.00339016411453 4.31852758629248 7 2 4 5 2 4 7 4 1 4 2 1 1 2
"299" 299 15 3.99739394336939 10.6523435830604 2 6 6 7 3 7 1 1 5 5 3 5 6 2
"300" 300 15 6.70464327372611 1.81234063440934 7 4 7 7 7 4 4 1 4 4 2 6 1 5
